description,category,urgency_score,urgency_level,location_type,category_label,urgency_label,text_length
बजार को भित्तामा स्प्रे पेन्टले बिगारिएको छ। जिम्मेवार मानिस पत्ता लगाउनुपर्यो।,vandalism,6.6,high,market,8,1,11
"Residential drain filled with mud after rain after recent rain, water is entering nearby shops.",drainage,7.5,high,market,1,1,15
"Cars left near an industrial gate, large vehicles have little turning space.",illegal_parking,7.0,high,industrial,3,1,12
"Footpath drain collapsed beside the road since yesterday, pedestrians could fall into the opening.",drainage,8.5,high,public,1,1,14
"Bus-stop sign missing from its pole in a commercial area, passengers are stepping into moving traffic.",road_damaged_sign,7.5,high,commercial,6,1,16
सडकको सतह भत्किएर विद्यालय मा गाडी चलाउन गाह्रो भएको छ। सरकारले चाँडै हेर्नुपर्यो।,infrastructure,8.4,critical,school,4,0,13
"Pedestrian-crossing sign blocked by a vendor board near an industrial road, children are crossing without warning.",road_damaged_sign,9.0,critical,industrial,6,0,16
प्लास्टिक र कागजको फोहोर बतासले उडेर सार्वजनिक स्थान तिर फैलिएको छ। यस्तो फोहोर सफा गर्नुपर्यो।,trash,3.2,low,public,7,2,15
"Delivery vans left over a zebra crossing since yesterday, pedestrians are walking into traffic.",illegal_parking,7.5,high,public,3,1,14
एम्बुलेन्स र आकस्मिक गाडी बजार बाट जान नसक्ने भएको छ। मानिसहरूलाई धेरै समस्या भएको छ।,illegal_parking,7.0,high,market,3,1,15
"Garbage bin full bhayo, fohor bahira jhariraheko cha. Bato ra area fohor bhairako cha.",garbage,9.0,critical,market,2,0,14
The pothole is making it uncomfortable for people riding motorcycles. Several vehicles are being affected while passing.,pothole,7.5,high,market,5,1,17
Waste is collecting near the drain and blocking the water flow. The waste is causing water to overflow around the road.,garbage,9.5,critical,hospital,2,0,21
People are leaving garbage beside the road instead of in the bin. Rain is washing some of the waste onto the road.,garbage,5.5,medium,hospital,2,3,22
There are many empty bottles and plastic bags lying around. People are avoiding that part of the street.,garbage,9.0,critical,hospital,2,0,18
"Construction vehicles blocking a hospital entrance after recent rain, ambulances are delayed.",illegal_parking,9.0,critical,hospital,3,0,12
The road has a deep hole that drivers need to avoid. Rainwater is collecting in the hole.,pothole,7.5,high,school,5,1,17
"Garbage bags containing food waste have been left open, attracting dogs and spreading rubbish across the street, along the commercial street.",domestic_trash,4.0,medium,commercial,0,3,21
"Community hall left with official lettering blacked out in a commercial area, the markings are small but visible.",vandalism,3.5,low,commercial,8,2,18
The pothole is filled with rainwater and its depth is hard to see. Drivers have to brake suddenly when they notice it.,pothole,5.0,medium,market,5,3,22
Uncollected trash piling up outside homes on the residential lane.,domestic_trash,6.0,medium,residential,0,3,10
There is waste scattered near the roadside and it needs to be collected. It has been there for several days.,garbage,6.5,high,residential,2,1,20
"Main sewer line blocked on the highway, waterlogging is slowing heavy traffic.",drainage,8.5,high,highway,1,1,12
The road has started breaking around the pothole. Motorcycles are slowing down at that point.,pothole,5.5,medium,hospital,5,3,15
"School buses parked along a highway shoulder in Biratnagar since yesterday, fast traffic is swerving around them.",illegal_parking,7.5,high,highway,3,1,17
"A large crack has developed across the concrete pavement, creating a serious trip hazard for pedestrians beside the factory service route.",infrastructure,5.5,medium,industrial,4,3,21
A section of the footpath has sunk below the surrounding surface and is difficult to walk across safely beside the factory service route.,infrastructure,6.5,medium,industrial,4,3,23
"Domestic rubbish has overflowed from bags and spread onto the pavement near nearby houses, near the shopping area.",domestic_trash,5.0,medium,commercial,0,3,18
Food waste and plastic packaging are scattered around the neighborhood after garbage bags were damaged near the shopping area.,domestic_trash,4.0,medium,commercial,0,3,19
"Stop sign faded and unreadable on a residential road, vehicles are entering from conflicting directions.",road_damaged_sign,8.5,high,residential,6,1,15
"Roadwork sign hidden by branches on a highway, motorcycles are braking near the barriers.",road_damaged_sign,8.0,high,highway,6,1,14
"Uncollected kitchen waste is piling up outside several homes and creating a strong unpleasant smell, along the hospital access road.",domestic_trash,9.0,high,hospital,0,1,20
A pothole is causing buses and cars to slow down. It is on a road used by many people.,pothole,9.0,critical,market,5,0,19
"Construction vehicles parked on both sides of a narrow road in Bhaktapur, emergency vehicles cannot pass.",illegal_parking,9.0,critical,hospital,3,0,16
"Highway drain damaged near a commercial area since yesterday, wastewater is spreading on the footpath.",drainage,7.5,high,commercial,1,1,15
"Pedestrian underpass scraped across the surface on a residential road, residents have requested cleaning.",vandalism,4.5,medium,residential,8,3,14
"Sharp-bend sign bent away from traffic in Tulsipur, motorcycles are braking suddenly.",road_damaged_sign,8.5,high,public,6,1,12
"Microbuses blocking a public bus stop since yesterday, buses are stopping in the traffic lane.",illegal_parking,7.5,high,commercial,3,1,15
"Private cars left near an industrial gate, large vehicles have little turning space.",illegal_parking,6.5,high,industrial,3,1,13
"Open drain blocked on the highway, waterlogging is slowing heavy traffic.",drainage,8.0,high,highway,1,1,11
"Community drain blocked on the highway, waterlogging is slowing heavy traffic.",drainage,8.0,high,highway,1,1,11
"Microbuses parked at a busy junction since yesterday, drivers cannot see approaching vehicles.",illegal_parking,8.5,high,market,3,1,13
"One-way sign hanging from one bolt in Janakpur, vehicles are entering from conflicting directions.",road_damaged_sign,9.0,critical,school,6,0,14
Public rubbish has been left beside the community walkway and is affecting normal pedestrian access along the commercial street.,trash,9.0,high,commercial,7,1,19
"Heritage rest house badly scratched near a hospital, the culturally important surface is damaged.",vandalism,8.0,high,hospital,8,1,14
Food waste is scattered around because dogs are tearing the bags. The waste is creating a serious health and safety concern.,garbage,9.5,critical,residential,2,0,21
सडक संकेत अस्पताल को चोकमा भत्किएर दुर्घटनाको डर भएको छ। नयाँ साइन राख्नुपर्यो।,road_damaged_sign,8.8,critical,hospital,6,0,13
A hole has formed in the road and it is difficult for vehicles to pass. Several motorcycles are avoiding the same spot.,pothole,2.5,low,market,5,2,22
"Market drain blocked on the highway since yesterday, waterlogging is slowing heavy traffic.",drainage,8.0,high,highway,1,1,13
"Uncollected trash piling up outside homes, on the residential lane.",domestic_trash,4.0,medium,residential,0,3,10
"School boundary wall marked with offensive words near an industrial road, the school safety notice is unreadable.",vandalism,7.5,high,industrial,8,1,17
"Residential drain leaking near a hospital since yesterday, dirty water is crossing the entrance.",drainage,8.0,high,hospital,1,1,14
"Ward-office gate marked with offensive words near a hospital, emergency contact details are blocked.",vandalism,7.5,high,hospital,8,1,14
The road has a damaged patch with a noticeable hole. People are asking for the road to be repaired.,pothole,9.5,critical,residential,5,0,19
Wet household rubbish is leaking onto the pavement and creating an unhygienic area near homes beside the school boundary.,domestic_trash,2.5,low,school,0,2,19
"Cars blocking a hospital entrance after recent rain, ambulances are delayed.",illegal_parking,9.5,critical,hospital,3,0,11
