description,category,urgency_score,urgency_level,location_type,category_label,urgency_label
"School buses parked on both sides of a narrow road after recent rain, emergency vehicles cannot pass.",illegal_parking,8.5,high,hospital,3,1
The road surface has broken away and left a hole. Cars are moving around it to avoid the hole.,pothole,5.5,medium,school,5,3
There is a broken section of road near the walking path. Cars are moving around it to avoid the hole.,pothole,5.5,medium,hospital,5,3
"Domestic waste has been dumped beside the residential lane instead of being placed at the collection point, beside the public access route.",domestic_trash,3.5,low,public,0,2
"Government vehicles parked fully on the footpath since yesterday, pedestrians are forced onto the road.",illegal_parking,8.0,high,residential,3,1
नाला अस्पताल मा प्लास्टिकले अवरुद्ध भएर पानी ओभरफ्लो भइरहेको छ। छिटो मर्मत गर्नुपर्यो।,drainage,8.5,critical,hospital,1,0
"Rental cars parked on both sides of a narrow road since yesterday, emergency vehicles cannot pass.",illegal_parking,8.5,high,hospital,3,1
"Deep potholes damaging the road surface, near the school.",infrastructure,3.0,low,school,4,2
There is a pothole where water collects after rain. People walking nearby have to be careful.,pothole,8.5,high,school,5,1
फोहोर राख्ने ठाउँ नभएकोले मानिसहरूले राजमार्ग मा नै फोहोर फाल्ने गर्छन्। छिटो फोहोर उठाइदिनुपर्यो।,domestic_trash,7.3,high,highway,0,1
The road has a deep hole that drivers need to avoid. Motorcycles are at risk of losing balance near the hole.,pothole,7.5,high,market,5,1
"Stop sign missing from its pole on a residential road, drivers are taking wrong turns and causing traffic.",road_damaged_sign,6.5,high,residential,6,1
"Animal-crossing sign turned toward the wrong road in a public area, visitors cannot identify the crossing area.",road_damaged_sign,5.0,medium,public,6,3
"School buses blocking a public bus stop since yesterday, buses are stopping in the traffic lane.",illegal_parking,7.5,high,commercial,3,1
Garbage is piling up near the footpath and making it difficult to pass. Flies are gathering around the waste.,garbage,5.0,medium,school,2,3
"Stop sign covered by posters on a residential road, drivers are taking wrong turns and causing traffic.",road_damaged_sign,6.5,high,residential,6,1
Garbage is lying on the street and people are walking around it. Children are passing through the area every day.,garbage,7.0,high,school,2,1
"Garbage bags torn open by dogs, near the road junction.",domestic_trash,4.5,medium,highway,0,3
Dherai din dekhi fohor uthako chaina. Bato ra area fohor bhairako cha.,garbage,8.5,high,school,2,1
"Roadside drain breeding mosquitoes, the area has an increased disease risk.",drainage,6.5,high,residential,1,1
"Pedestrian underpass marked with offensive words on a residential road, residents have requested cleaning.",vandalism,4.0,low,residential,8,2
Fohor drain najik jamma bhayera pani bagna garo bhako cha. Manche haru lai dherai problem bhako cha.,garbage,8.5,high,hospital,2,1
"Loose litter is spreading around an overflowing bin and making the public area difficult to keep clean, beside the hospital walkway.",trash,7.0,high,hospital,7,1
"Waste enclosure left with its notice torn down near a market, the markings are small but visible.",vandalism,3.0,low,market,8,2
"Community drain overflowing with sewage after recent rain, residents face a serious health risk.",drainage,9.5,critical,residential,1,0
"Plastic bottles scattered near the road, at the hospital entrance.",trash,7.5,high,hospital,7,1
"Covered drain giving off a strong smell since yesterday, nearby residents cannot open windows.",drainage,5.5,medium,residential,1,3
"School-zone sign knocked down on a highway, pedestrians cannot find the crossing point.",road_damaged_sign,7.0,high,highway,6,1
Deep potholes damaging the road surface at houses.,infrastructure,3.0,low,residential,4,2
फोहोर उठाउने गाडी ढिलो आउँदा औद्योगिक क्षेत्र मा फोहोर जम्मा भइरहेको छ। छिटो फोहोर उठाइदिनुपर्यो।,trash,3.7,medium,industrial,7,3
The waste area is attracting flies and has a strong smell. The waste is visible from the nearby road.,garbage,6.5,high,school,2,1
"Ward-office gate damaged with permanent marker near a hospital, emergency contact details are blocked.",vandalism,8.0,high,hospital,8,1
Trash bags scattered on the street at the public walkway.,domestic_trash,6.5,medium,public,0,3
"Heritage rest house scraped across the surface near a hospital, the culturally important surface is damaged.",vandalism,8.0,high,hospital,8,1
"Pothole on the residential street causing vehicles to slow down, water filled inside making it hard to see depth",pothole,6.5,high,residential,5,1
"Main sewer line blocked with plastic waste, rainwater is flooding the road.",drainage,8.0,high,residential,1,1
"Road divider left with official lettering blacked out on a highway, the public facility is unsafe to use.",vandalism,7.5,high,highway,8,1
The highway shoulder is badly damaged and contains loose concrete pieces that could affect traffic along the industrial access road.,infrastructure,5.0,medium,industrial,4,3
There is a pile of household waste beside the road. Rain is washing some of the waste onto the road.,garbage,2.0,low,market,2,2
"Public wall covered with political slogans near a school, residents have requested cleaning.",vandalism,4.0,low,school,8,2
"Speed-limit sign missing from its pole in a commercial area, motorcycles are braking near the barriers.",road_damaged_sign,8.5,high,commercial,6,1
The street is dirty because garbage has not been collected. Dogs are opening the bags and spreading the waste.,garbage,8.5,high,hospital,2,1
There is a hole near the edge of the road where motorcycles pass. The road section is breaking further and traffic is being affected.,pothole,9.0,critical,residential,5,0
"Hospital direction sign faded and unreadable near a school, visitors need help finding the entrance.",road_damaged_sign,4.0,low,school,6,2
"Heritage rest house damaged with permanent marker near a hospital, special cleaning is required.",vandalism,6.5,high,hospital,8,1
"Hospital direction sign faded and unreadable near a school, ambulances are missing the correct access road.",road_damaged_sign,8.5,high,school,6,1
A pothole is making vehicles move to the other side of the road. The edge of the road is also starting to break.,pothole,5.5,medium,residential,5,3
"Animal-crossing sign hidden by branches in Birgunj, vehicles are swerving to avoid animals.",road_damaged_sign,7.5,high,public,6,1
फोहोर उठाउने गाडी ढिलो आउँदा राजमार्ग मा फोहोर जम्मा भइरहेको छ। मानिसहरूलाई धेरै समस्या भएको छ।,trash,8.0,high,highway,7,1
Food waste dumped beside the road at the factory.,domestic_trash,3.5,low,industrial,0,2
Food waste and plastic packaging are scattered around the neighborhood after garbage bags were damaged near the school entrance.,domestic_trash,9.5,high,school,0,1
"Bus-stop sign hidden by branches in a commercial area, buses are stopping in the traffic lane.",road_damaged_sign,7.0,high,commercial,6,1
The road has a large uneven section caused by a pothole. Drivers have to brake suddenly when they notice it.,pothole,8.5,high,market,5,1
"Domestic rubbish has overflowed from bags and spread onto the pavement near nearby houses, along the neighborhood road.",domestic_trash,6.5,medium,residential,0,3
"Plastic bags and disposable containers are scattered around the school boundary after the bin overflowed, along the neighborhood road.",trash,6.0,medium,residential,7,3
"Buses blocking a hospital entrance, ambulances are delayed.",illegal_parking,9.0,critical,hospital,3,0
"Heritage rest house marked with offensive words near a hospital, special cleaning is required.",vandalism,6.0,medium,hospital,8,3
